user_id	resource_id	real_rating	predict_rating	
13	167	4	3
213	471	3	4
178	234	4	4
128	418	4	4
13	570	5	3
276	843	4	3
14	474	4	5
11	746	4	4
298	842	4	4
13	844	1	3
214	652	4	4
102	300	3	3
61	328	5	3
307	100	3	4
311	68	1	4
303	182	5	4
50	253	5	2
7	188	5	4
181	1324	1	1
201	332	2	3
13	685	5	3
82	73	4	3
269	106	1	2
99	895	3	3
235	1149	4	4
200	665	4	3
145	50	5	5
85	175	4	4
13	567	1	2
49	741	4	2
271	514	4	4
194	404	3	3
277	1197	4	3
301	606	3	4
311	662	4	4
201	943	3	3
172	488	3	3
43	1057	2	2
315	651	3	4
145	299	4	3
327	191	4	4
268	672	2	2
275	176	4	4
48	259	4	3
147	258	4	5
246	728	1	3
43	284	5	4
234	485	3	3
286	689	5	3
69	12	5	5
237	494	4	4
276	85	3	3
42	121	4	4
106	660	4	4
313	71	4	4
90	526	5	4
94	186	4	4
224	43	3	3
229	315	1	3
311	505	4	4
320	202	4	4
113	329	3	4
255	859	3	2
193	827	2	3
259	750	4	4
204	172	3	4
78	412	4	2
279	393	1	3
222	323	3	3
288	127	5	5
119	213	5	4
315	657	4	5
201	326	2	2
43	631	2	4
130	332	4	4
233	482	4	5
176	294	2	3
207	787	3	3
239	204	3	3
251	144	5	5
138	121	4	4
30	82	4	4
34	690	4	4
311	568	5	4
183	241	4	3
308	634	4	4
57	831	1	3
207	410	3	3
271	211	5	4
16	144	5	5
209	408	4	4
279	1228	4	3
22	791	1	2
10	657	4	5
124	11	5	3
7	133	5	4
85	629	3	3
271	1266	2	4
276	1416	3	2
318	476	4	3
255	217	2	3
184	729	3	3
154	175	5	5
116	301	3	3
95	636	1	3
44	56	2	4
305	203	4	4
207	508	4	3
178	218	3	4
293	293	4	3
128	79	4	4
269	514	4	4
195	186	3	4
206	1394	1	2
31	682	2	4
256	819	4	3
222	153	4	3
222	298	4	4
286	151	5	4
148	495	4	3
178	255	4	4
123	847	4	4
291	77	4	4
237	528	5	4
290	222	4	4
177	79	4	4
65	202	4	4
58	960	4	4
241	294	3	3
213	690	3	4
99	508	4	4
275	523	4	3
221	268	5	4
267	739	4	4
129	303	3	3
301	496	5	4
298	477	4	4
290	476	3	3
130	815	3	4
181	304	1	2
42	506	3	4
138	151	4	4
197	849	3	3
215	157	4	4
94	1119	4	3
189	30	4	5
233	806	4	4
276	301	4	3
57	409	4	3
125	173	5	4
128	143	5	4
65	56	3	4
262	77	2	3
90	958	4	4
144	91	2	4
63	841	1	2
197	176	5	4
277	273	5	3
176	288	3	3
59	663	4	4
112	354	3	4
109	154	2	3
222	210	4	4
287	92	4	4
106	703	4	4
246	184	4	3
305	87	1	4
195	181	5	4
7	193	5	4
77	125	3	3
256	280	5	4
84	529	5	4
74	288	3	4
194	770	4	3
267	114	5	5
211	300	2	3
60	1020	4	4
92	947	4	3
87	1000	3	3
1	228	5	4
42	143	4	4
80	886	4	3
314	9	4	4
249	79	5	4
68	118	2	3
305	238	3	4
189	120	1	2
130	622	3	4
56	585	3	3
56	230	5	4
20	11	2	3
222	25	3	3
49	148	1	1
307	431	4	4
160	3	3	4
79	508	3	4
18	647	4	4
151	481	3	5
312	480	5	5
256	29	4	3
311	141	4	4
145	1001	4	2
194	576	2	2
313	65	2	4
22	433	3	4
13	915	5	4
200	402	4	4
315	431	2	4
178	121	5	4
318	648	5	4
279	1291	4	2
90	618	5	4
217	195	5	3
301	172	5	5
244	31	4	3
198	640	3	3
46	690	5	4
305	209	5	4
224	1208	1	2
295	67	4	3
318	508	4	4
274	288	4	4
145	172	5	5
188	191	3	5
262	91	3	3
131	845	4	3
33	307	3	4
6	211	5	4
85	517	5	4
42	746	3	4
102	1025	2	2
311	70	4	4
17	508	3	3
295	727	5	4
56	194	5	4
83	1035	4	3
100	355	4	3
115	228	4	4
234	151	3	3
16	92	4	4
271	121	2	3
320	1157	4	3
313	31	4	4
60	79	4	4
13	226	4	3
150	246	5	4
13	548	3	3
7	614	5	4
193	368	1	1
166	322	5	3
253	183	5	4
269	1020	4	3
269	136	4	4
322	197	5	5
7	647	5	4
112	748	3	4
170	245	5	4
311	213	4	4
291	627	4	4
26	7	3	3
221	468	3	3
318	204	5	4
207	14	4	3
293	931	1	1
198	180	3	4
48	690	4	3
1	114	5	5
250	2	4	3
119	716	5	4
101	282	3	4
59	238	5	5
311	73	4	4
1	74	1	3
102	313	3	3
279	1093	4	3
279	1493	1	3
22	173	5	5
119	1101	5	4
6	180	4	4
188	88	4	4
299	921	3	4
215	194	4	4
291	273	3	4
303	867	3	5
6	477	1	3
307	1110	4	3
4	260	4	4
137	55	5	5
174	699	5	4
286	158	3	3
87	1183	3	3
91	172	4	5
296	272	5	5
62	1118	3	4
328	200	4	4
150	13	4	4
181	123	2	1
328	905	3	3
111	887	3	4
239	605	4	4
109	5	3	4
14	357	2	5
207	746	4	3
312	1299	4	4
268	250	4	3
68	411	1	3
195	887	4	4
271	50	5	5
74	9	4	4
308	802	3	3
144	66	4	4
195	14	4	4
109	159	4	3
233	357	5	5
264	475	5	5
56	68	3	4
78	1160	5	3
130	682	4	4
58	1100	2	3
49	473	3	3
13	273	3	3
203	336	3	3
330	136	5	5
280	1028	5	3
143	331	5	4
183	96	3	4
178	131	4	3
59	1117	4	4
87	386	2	3
198	1169	4	4
119	54	4	4
279	174	4	4
119	1262	3	4
75	1017	5	3
307	21	4	3
37	685	3	3
244	238	5	4
271	274	3	3
311	348	4	3
145	368	3	2
276	401	3	3
23	213	3	4
64	515	5	4
63	237	3	3
293	227	2	2
322	32	5	4
74	285	3	4
297	202	3	3
82	216	4	4
280	145	3	2
200	227	5	4
178	926	4	3
81	476	2	3
194	410	3	3
87	135	5	4
315	8	3	4
106	435	3	4
286	83	5	4
87	157	3	4
286	655	3	4
96	91	5	5
232	1	4	4
315	98	4	5
305	679	3	3
44	665	1	3
92	1016	2	3
276	270	4	4
93	222	4	3
330	235	5	4
89	732	5	4
235	1464	4	3
1	221	5	4
222	69	5	4
43	114	5	5
223	322	4	3
314	90	2	4
102	576	2	2
